Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Lithology,Texture,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17
JV,KM-22-92,1139.5,1143,347.3196,348.3864,hwfs,fol,"sericite-chlorite-quartz schist, dark green gray; moderate foliation; fine pyroclastic/volcaniclastic texture; abundant quartz/dolomite lenses and veinlets, sparse zones of black chlorite.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1143,1144,348.3864,348.6912,md,mas,"mafic dike, light gray, alternating zones of fine-coarse grained sections",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1144,1574,348.6912,479.7552,hwfs,fol,"sericite-chlorite-quartz schist; dark green gray; moderate foliation; fine pyroclastic/volcaniclastic texture; common quartz/dolomite lenses and veinlets, sparse zones of black chlorite",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1574,1575,479.7552,480.06,md,mas,mafic dike; lighr grey; psuedo grainular; weakly magnetic,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1575,1632,480.06,497.4336,hwfs,fol,"sericite-chlorite-quartz schist; blue gray; moderate foliation; fine pyroclastic/volcaniclastic texture; common quartz/dolomite lenses and veinlets, sparse zones of black chlorite; moderate silicification; rare pyrite patch/disseminated ",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,0,43,0,13.1064,mvsch,fol,[**PQ core down to 40 ft.] sericite-chlorite-carbonate schist; moderate foliation; dark to medium green; common ductile deformation texture; common thin carbonate laminations;  moderate orange Fe-ox coatings ,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,43,192.5,13.1064,58.674,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; dark geen grey; weak to strong foliation; common thin quartz-calcite laminations and cross cutting veinlets; strong ductile deformation texture; strong orange-brown Fe-ox staining,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,192.5,270,58.674,82.296,mvc,mas,mafic flows; dark green-gray; phanertic to aphanitic texture; massive; tiny white specs; moderate calcite veins and cross-cutting veinlets; sparse zones of red Fe-ox staining,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,270,291,82.296,88.6968,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; dark geen grey; weak to strong foliation; common thin quartz-calcite laminations and cross cutting veinlets; sparse orange-brown Fe-ox staining,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,291,294,88.6968,89.6112,md,mas,mafic dike; fine grained phaneritc texture; dark gray; tiny white specks; common quartz-calcite veinlets,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,294,319,89.6112,97.2312,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; dark geen grey; weak to strong foliation; common thin quartz-calcite laminations and cross cutting veinlets; sparse orange-brown Fe-ox staining,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,319,361,97.2312,110.0328,mvc,mas,mafic intrusives?: fine grained pheneritic texutre; dark gray green; common quartz-chlorite-carbonate veins; common quartz-calcite veinlets,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,361,551,110.0328,167.9448,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; medium to dark gray green; almost massive to moderate foliation; common thin quartz-calcite laminations and cross cutting veinlets; common ductile deformation texture,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,551,559.4,167.9448,170.50512,flt,bx,fault breccia with dark brown to medium gray clay; sub-angualar clasts from ~1mm-10mm,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,559.4,731,170.50512,222.8088,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; medium to dark gray green; almost massive to moderate foliation; common thin quartz-calcite laminations and cross cutting veinlets; intense silicification @~703-708'; common ductile deformation texture,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,731,835,222.8088,254.508,mvc,mas,mafic flows; dark green-gray; phanertic to aphanitic texture; mostly massive to weak foliation; moderate calcite veins and cross-cutting veinlets,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,835,901,254.508,274.6248,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; medium to dark gray green; almostmoderatefoliation; common thin quartz-calcite laminations; variable ductile deformation texture,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,901,1001,274.6248,305.1048,hwfs,fol,sericite-chlorite-quartz schist; medium gray;  variable psuedogranular texture; felsic to intermediate composition;  moderate foliation; chlorite occurs as irregular whisps  ,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1001,1003.5,305.1048,305.8668,md,mas,mafic dike; fine grained phaneritc texture; dark gray; sparse quartz-calcite veinlets,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1003.5,1018.5,305.8668,310.4388,hwfs,fol,sericite-chlorite-quartz schist; medium gray;  variable psuedogranular texture; moderate to strong foliation; abundant chlorite laminations and lenses,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1018.5,1037.5,310.4388,316.23,md,mas,mafic dike swarm; alternating dikes and consolidated felsic schist; dikes phaneritec to aphanitic texture w/ tiny white specs and abundant quartz-calcite veinlets; consolidated schist is same as above unit,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1037.5,1316.5,316.23,401.2692,hwfs,fol,sericite-chlorite-quartz schist; medium gray; variable psuedogranular texture; moderate to strong foliation; abundant chlorite laminations and lenses,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1316.5,1324,401.2692,403.5552,flt,bx,"fault gouge with light gray clay, sub-angular clasts from ~1-3mm",_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1324,1419,403.5552,432.5112,hwfs,fol,sericite-chlorite-quartz schist; medium gray; variable psuedogranular texture; moderate to strong foliation; abundant chlorite laminations and lenses,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1419,1421.5,432.5112,433.2732,md,mas,mafic dike; fine grained phaneritc texture; dark gray; sparse quartz veinlets,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1421.5,1436,433.2732,437.6928,hwfs,fol,sericite-chlorite-quartz schist; medium gray; variable psuedogranular texture; moderate to strong foliation; abundant chlorite laminations and lenses,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-91,1436,1942,437.6928,591.9216,hwfs,fol,sericite-chlorite-quartz schist; medium-dark gray; pyroclastic/volcaniclastic texture; variable psuedogranular texture; intermediate to felsic composition; moderate foliation; abundant chlorite laminations and lenses; common quartz-dolomite veins and laminations,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-91,1942,1944,591.9216,592.5312,md,mas,mafic dike; fine grained phaneritc texture; dark gray; sparse quartz veinlets,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-91,1944,2068,592.5312,630.3264,hwfs,fol,sericite-chlorite-quartz schist; medium-dark gray; pyroclastic/volcaniclastic texture; variable psuedogranular texture; intermediate to felsic composition; moderate foliation; abundant chlorite laminations and lenses; common quartz-dolomite veins and laminations,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,0,165,0,50.292,mvsch,mas,"PQ core down to 50'; flows??; volcaniclastic/pyroclastic texture; pesudo granular; variable medium green grey to blue grey; mostly massive to weak foliation; medium fine grained; sparse to moderate quartz-calcite veinlets; abundant orange Fe-Ox coating fractures; rare to sparce pyrite patches; 1' quartz vein, white with purple (manganese rich?) @ 94-95', 7' quartz vein, white and grey with purple (manganese rich?) @ 103-109'",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,165,167.5,50.292,51.054,flt,bx,"fault gouge; green grey clay, breccia clasts are subangular to subrounded 2-5mm ",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,167.5,171.5,51.054,52.2732,mvsch,fol,volcaniclastic/pyroclastic texture; variable medium grey; moderate foliation; weak silicification; sparce pyrite patches,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,171.5,184.5,52.2732,56.2356,mvc,mas,"volcaniclastic/pyroclastic texture; variable green/blue grey; intense silicification; sparce pyrite patches, black chlorite",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,184.5,194,56.2356,59.1312,mvsch,fol,volcaniclastic texture; medium grey; strong foliation; moderate silicification; cross cutting calcite veinlets,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,194,217,59.1312,66.1416,mvc,mas,"volcaniclastic/pyroclastic texture; variable green/blue grey; strong silicification, locally intense; sparce pyrite patches, black chlorite; 16' green grey quartz vein @ 200-216'",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,217,251,66.1416,76.5048,mvc,mas,"volcaniclastic/pyroclastic texture; massive to weak foliation; pseudo grainular; white specs; variable green/blue grey; strong silicification; sparce pyrite patches, epidote whisps",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,251,325,76.5048,99.06,mvsch,fol,"sericite-quartz-chlorite schist; medium green grey, white specs; weak to moderate foliation; variable moderate to strong silicification, locally intense; sparce to common serise whisps, lenses; sparce to common quartz-calcite veinlets, some purple quartz (manganese?); sparce pyrite patches",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,325,370,99.06,112.776,mvc,mas,volcaniclastic/pyroclastic texture; pseudo grainular; white specs; variable green/blue grey; strong silicification; sparce pyrite patches,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,370,643.5,112.776,196.1388,mvc,mas,volcaniclastic/pyroclastic texture; fine grained; white specs; variable green/blue grey; strong silicification; sparce pyrite patches; common sericite whisps & lenses; common cross cutting quartz-calcite veinlets ,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,643.5,644.5,196.1388,196.4436,flt,bx,"fault gouge; green grey clay, breccia clasts are subangular 1-6mm ",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,644.5,926,196.4436,282.2448,mvsch,fol,"sericite-quartz-chlorite schist; medium green grey, looseing green; white specs; moderate to strong foliation; variable moderate silicification; sparce to common serise laminations; sparce to common quartz-calcite veinlets, lenses",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,926,931.5,282.2448,283.9212,md,mas,mafic dyke; dark grey; pseudo grainular; black & red specs; weakly magnetic,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,931.5,985,283.9212,300.228,mvsch,fol,sericite-quartz-chlorite schist; variable medium green grey; sparce white specs; strong foliation; moderate silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,985,987,300.228,300.8376,md,mas,mafic dyke; medium grey; red & green specs; weakly magnetic,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,987,1006.5,300.8376,306.7812,mvsch,fol,sericite-quartz-chlorite schist; medium green grey; strong foliation; moderate silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1006.5,1013.5,306.7812,308.9148,md,mas,mafic dyke; dark grey; pseudo grainular; black specs; weakly magnetic; stockwork quartz veining; red patches on fracture face (hematite?),_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1013.5,1164,308.9148,354.7872,mvsch,fol,sericite-quartz schist; medium grey; white specs; strong foliation; moderate silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1164,1169,354.7872,356.3112,flt,bx,fault gouge; green clay; breccia clasts subangular to subrounded 1-5mm,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1169,1215.5,356.3112,370.4844,mvsch,fol,sericite-quartz-chlorite schist; volcaniclastic texture; variable geen grey; moderate silicification; weak to strong foliation; common quartz-calcite veinlets,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1215.5,1216,370.4844,370.6368,md,mas,mafic dyke; dark grey; pseudo grainular; tan specs; weakly magnetic,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1216,1408,370.6368,429.1584,mvsch,fol,"sericite-quartz-chlorite schist; volcaniclastic texture; variable geen grey; moderate silicification; strong foliation; common calcite veinlets, fracture fill;  sparce pyrite patches",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1408,1422,429.1584,433.4256,mgs,fol,weak to moderate graphite laminations in sericite-quartz-chlorite schist; medium to dark gray; intermediate to mafic composition; strong to moderate foliation; sparce pyrite patches; strong silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1422,1442,433.4256,439.5216,mvsch,fol,sericite-quartz-chlorite schist; variable blue grey; moderate silicification; strong foliation,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-90,1442,1451.5,439.5216,442.4172,mgs,fol,weak to moderate graphite laminations in sericite-quartz-chlorite schist; medium to dark gray; intermediate to mafic composition; strong to moderate foliation; sparce pyrite patches,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1451.5,1536,442.4172,468.1728,hwfs,fol,sericite-quartz-chlorite schist; felsic to intermediate composition; medium gray to medium green-gray; moderate foliation,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1536,1540,468.1728,469.392,md,mas,"mafic dike, dark gray, cross cutting calcite veinlets, tiny white specks",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1540,1562,469.392,476.0976,hwfs,fol,"sericite-quartz-chlorite schist; felsic to intermediate composition; medium gray to medium green-gray; moderate foliation, common dolomite and quartz lenses.",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1562,1789,476.0976,545.2872,hwfs,fol,"sericite-quartz schist; medium-light gray, moderate foliation, common dolomite and quartz lenses, strong silicification.",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1789,1984.5,545.2872,604.8756,hwfs,fol,"sericite-quartz schist; medium-light green-gray, moderate foliation, sparse dolomite and quartz lenses, strong silicification, weak to moderate foliation.",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1984.5,1986.5,604.8756,605.4852,md,mas,"mafic dike, dark gray, sparse cross cutting calcite veinlets, tiny white specks",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,1986.5,2103,605.4852,640.9944,hwfs,fol,"sericite-quartz schist; medium-light green-gray, moderate foliation, sparse dolomite and quartz lenses, strong silicification, weak to moderate foliation.",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2103,2136,640.9944,651.0528,hwfs,fol,"sericite-quartz schist; light gray, moderate foliation, sparse dolomite and quartz lenses, weak silicification, strong foliation.",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2136,2145.5,651.0528,653.9484,md,mas,"mafic dike; dark grey; weakly magnetic, coarse grained",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2145.5,2148,653.9484,654.7104,hwfs,fol,intermediate sericite-quartz-chlorite schist; variable medium green grey; strong foliation; moderate silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2148,2157.5,654.7104,657.606,md,mas,"mafic dike; dark green grey; weakly magnetic, coarse grained",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2157.5,2171.5,657.606,661.8732,hwfs,fol,"sericite-quartz schist; medium green gray, strong foliation, sparse quartz lenses, moderate silicification",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2171.5,2173.5,661.8732,662.4828,md,mas,"mafic dike, medium gray, coarse grained, weakly magnetic",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
JL ,KM-22-90,2173.5,2202,662.4828,671.1696,hwfs,fol,"sericite-quartz schist; light gray, strong foliation, sparse quartz/dolomite lenses, weak silicification",_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,0,45,0,13.716,mvsch,fol,[**PQ core down to 80 ft.] Sericite-chlorite-carbonate schist; moderate to almost massive folatiation; Medium to dark green with calcite laminations; thin laminations;  heavy orange Fe-ox coatings in zones,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,45,117,13.716,35.6616,mvc,mas,mafic flows instrusives?; dark green-gray; aphanitic texture; common calcite veins and cross-cutting veinlets; sparse zones of red Fe-ox staining,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,117,169.5,35.6616,51.6636,mvsch,fol,sericite-chlorite-carbonate schisct; volcaniclastic texture; green-gray; weak to moderate foliation; abundant calcite laminations and cross cutting veinlets.,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,169.5,185,51.6636,56.388,mvc,mas,mafic flows instrusives?; dark green-gray; aphanitic texture; common calcite veins and cross-cutting veinlets,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,185,188.5,56.388,57.4548,md,mas,"mafic dike, dark gray, moderate calcite fracture fill, fine grained with abundant tiny black and white phenocrysts, weakly magnetic",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,188.5,252,57.4548,76.8096,mvc,mas,mafic flows instrusives?; dark green-gray; aphanitic texture; common calcite veins and cross-cutting veinlets,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,252,354,76.8096,107.8992,mvsch,fol,sericite-chlorite-carbonate schisct; volcaniclastic texture; green-gray; weak to moderate foliation; abundant calcite laminations and cross cutting veinlets.,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,354,436.5,107.8992,133.0452,mvc,mas,mafic flows instrusives?; dark green-gray; aphanitic texture; common calcite veins and cross-cutting veinlets,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,436.5,442.5,133.0452,134.874,md,mas,"mafic dike, dark gray, moderate calcite fracture fill, fine grained with abundant tiny black and white phenocrysts",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-89,442.5,536,134.874,163.3728,mvc,mas,"mafic flows instrusives?; dark green-gray; aphanitic texture; common calcite veins and cross-cutting veinlets, massive to weak foliation",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,536,569.5,163.3728,173.5836,mvsch,fol,"quartz-calcite-chlorite schist; variable green grey; common sericite whisps, laminations; sparse to common cross cutting quartz veinlets",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,569.5,622,173.5836,189.5856,mvc,mas,"flows??; volcaniclastic/pyroclastic texture; green grey; fine grained, pseudo granular; sparse purple (manganese rich) quartz patches; moderate to strong silicification; abundant sericite wisps; common quartz veinlets",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,622,633,189.5856,192.9384,mvsch,fol,sericite-chlorite schisct; volcaniclastic texture; variable green gray to medium grey; weak to strong foliation,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,633,643,192.9384,195.9864,flt,bx,fault gouge; subangular clasts 1-5mm; green grey & brown clay,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,643,658,195.9864,200.5584,mvsch,fol,"sericite-chlorite schist; volcaniclastic texture; variable green gray to medium grey; fine grained; moderate silicification, locally strong; variable strong to weak foliation",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,658,697,200.5584,212.4456,mvc,mas,"volcaniclastic texture; variable green gray to medium grey; fine grained; moderate silicification, locally strong; epidote patches; common quartz calcite fracture fill",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
PA,KM-22-89,697,902,212.4456,274.9296,mvsch,fol,"sericite-chlorite schist; volcaniclastic texture; variable medium grey to green grey; fine grained; moderate silicification; strong to weak foliation @738', becoming moderate @763'; common sericite & calcite laminations, whisps; sparse epidote patches; sparse to common quartz veinlets; ",_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,,,,
