SAMPLE,Recvd Wt.,Au,Ag,Al,As,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,Ga,K,La,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Sc,Sr,Th,Ti,Tl,U,V,W,Zn,Ag_2,foldername,filename,Cu_2,Au_2,Zn_2,Ce,Cs,Ge,Hf,In,Li,Nb,Rb,Re,Se,Sn,Ta,Te,Y,Zr,Sn_2,Pb_2
E571274,3.56,0.016,<1,5.17,<50,310,<10,<20,1.68,<10,10,<10,120,4.68,<50,1.3,<50,2.92,630,<10,0.20,<10,710,30,0.24,<50,20,30,<50,0.14,<50,<50,20,<50,230,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571275,4.74,0.050,1,3.46,2190,160,<10,<20,1.22,<10,<10,<10,930,3.56,<50,0.9,<50,2.51,400,<10,0.14,<10,100,50,0.38,<50,10,20,<50,0.06,<50,<50,<10,<50,610,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571276,3.18,0.014,1,5.58,360,240,<10,<20,5.04,<10,10,<10,400,5.04,<50,1.1,<50,5.26,1300,<10,0.18,<10,200,90,0.11,<50,10,50,<50,0.09,<50,<50,20,<50,240,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571277,4.99,0.016,<1,6.62,410,270,<10,<20,0.89,<10,10,<10,290,5.34,<50,1.2,<50,3.65,360,<10,0.18,<10,810,20,0.36,<50,30,30,<50,0.21,<50,<50,20,<50,220,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571278,5.18,0.080,<1,5.85,1180,210,<10,<20,2.30,<10,10,<10,790,5.26,<50,1.0,<50,5.00,690,<10,0.18,<10,70,60,0.35,<50,10,40,<50,0.07,<50,<50,<10,<50,260,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571279,3.40,0.031,<1,5.95,1160,240,<10,<20,3.11,<10,10,<10,1270,5.60,<50,1.0,<50,4.30,800,<10,0.14,<10,350,40,0.45,<50,20,50,<50,0.11,<50,<50,10,<50,200,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571280,0.10,0.005,<1,4.87,<50,820,<10,<20,1.53,<10,<10,30,40,2.35,<50,1.7,<50,0.40,590,<10,3.23,10,350,<20,<0.05,<50,<10,180,<50,0.17,<50,<50,30,<50,40,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571281,5.16,0.006,<1,5.79,90,360,<10,<20,3.25,<10,10,10,220,5.92,<50,1.3,<50,3.12,1090,<10,0.20,<10,780,<20,0.24,<50,30,50,<50,0.15,<50,<50,20,<50,130,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571282,5.77,0.006,<1,5.55,<50,540,<10,<20,1.50,<10,10,<10,60,6.25,<50,1.8,<50,2.15,980,<10,0.29,<10,880,<20,0.29,<50,30,30,<50,0.17,<50,<50,20,<50,120,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571283,3.65,0.026,3,3.32,240,120,<10,<20,2.39,10,<10,10,6730,4.19,<50,0.5,<50,2.48,690,<10,0.12,<10,70,650,1.17,<50,10,30,<50,<0.05,<50,<50,<10,<50,1750,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571284,4.69,0.012,1,5.51,80,490,<10,<20,2.44,<10,20,<10,350,6.50,<50,1.5,<50,2.00,960,<10,0.29,<10,670,110,0.51,<50,20,30,<50,0.16,<50,<50,60,<50,1510,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571285,3.97,0.114,6,4.55,620,260,<10,<20,2.68,20,<10,10,1630,5.05,<50,1.1,<50,1.86,840,<10,0.34,<10,<50,1500,3.72,<50,10,30,<50,<0.05,<50,<50,<10,<50,8230,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571286,2.50,0.056,3,3.99,400,260,<10,<20,2.68,10,<10,10,1360,3.19,<50,1.2,<50,1.42,950,<10,0.33,<10,<50,630,2.47,<50,10,40,<50,<0.05,<50,<50,<10,<50,3660,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571287,3.75,0.021,<1,3.51,80,190,<10,<20,1.66,<10,10,10,110,3.84,<50,0.8,<50,2.53,630,<10,0.24,<10,250,90,0.49,<50,10,30,<50,0.10,<50,<50,30,<50,230,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571288,4.01,0.023,<1,3.49,<50,130,<10,<20,1.68,<10,<10,<10,10,2.19,<50,0.8,<50,2.75,420,<10,0.44,<10,50,<20,0.53,<50,10,40,<50,0.07,<50,<50,<10,<50,80,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571289,3.41,0.014,<1,4.00,<50,240,<10,<20,1.48,<10,10,10,90,4.00,<50,1.1,<50,2.77,480,<10,0.39,10,320,30,0.24,<50,10,40,<50,0.13,<50,<50,130,<50,110,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571290,0.11,0.842,60,2.24,1490,310,<10,30,1.88,130,40,60,4820,19.75,<50,0.5,<50,1.42,690,10,0.07,20,260,3820,>10.0,180,<10,60,<50,0.07,<50,<50,40,<50,20900,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571291,4.42,0.021,1,3.13,50,<50,<10,<20,6.15,<10,30,120,260,13.55,<50,0.3,<50,3.09,2070,<10,<0.05,100,1610,<20,1.80,<50,20,60,<50,0.16,<50,<50,150,<50,400,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571292,4.44,0.010,<1,5.39,100,100,<10,<20,8.44,<10,40,180,150,9.88,<50,1.2,<50,3.43,1740,<10,<0.05,120,740,<20,0.37,<50,30,110,<50,0.41,<50,<50,240,<50,180,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571293,3.57,0.137,4,2.07,90,<50,<10,<20,6.82,10,70,60,1080,25.1,<50,0.1,<50,2.03,3630,10,<0.05,270,1970,50,9.53,<50,10,80,<50,0.15,<50,<50,130,<50,1720,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571294,3.92,0.021,1,5.66,100,<50,<10,<20,4.42,<10,50,220,140,20.2,<50,<0.1,<50,3.24,1670,<10,<0.05,130,1170,<20,0.68,<50,30,70,<50,0.51,<50,<50,250,<50,370,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571295,2.27,0.015,1,0.57,<50,<50,<10,<20,6.28,<10,10,30,120,11.45,<50,0.1,<50,1.54,1960,<10,0.05,30,2270,<20,1.15,<50,<10,70,<50,<0.05,<50,<50,40,<50,100,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571296,5.23,0.008,<1,5.88,620,370,<10,<20,6.71,<10,30,110,130,6.79,<50,0.9,<50,3.28,1150,<10,0.63,70,490,<20,0.29,<50,30,140,<50,0.33,<50,<50,220,<50,70,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571297,3.04,0.012,1,6.17,110,390,<10,<20,5.72,<10,20,60,130,6.08,<50,1.1,<50,3.24,1620,<10,0.66,40,810,100,0.13,60,20,130,<50,0.30,<50,<50,160,<50,80,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571298,4.20,0.013,1,5.63,610,370,<10,<20,3.06,<10,20,50,240,5.31,<50,1.2,<50,2.09,1140,<10,0.79,30,550,<20,0.44,150,20,110,<50,0.24,<50,<50,170,<50,130,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571299,2.74,0.008,<1,4.72,110,340,<10,<20,2.17,<10,20,50,70,4.18,<50,1.0,<50,1.86,920,<10,0.70,10,280,<20,0.45,60,10,90,<50,0.14,<50,<50,90,<50,100,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571300,0.11,0.008,<1,3.53,<50,780,<10,<20,1.48,<10,10,30,20,2.31,<50,1.0,<50,0.31,580,<10,3.19,20,330,<20,<0.05,<50,<10,170,<50,0.16,<50,<50,30,<50,30,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571301,4.90,<0.005,<1,3.50,<50,350,<10,<20,1.24,<10,<10,<10,30,2.44,<50,0.9,<50,1.15,420,<10,0.55,<10,80,<20,0.05,<50,10,70,<50,0.06,<50,<50,10,<50,50,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571302,5.04,<0.005,<1,4.32,180,380,<10,<20,1.64,<10,10,10,20,3.02,<50,0.9,<50,1.48,480,<10,0.59,<10,200,<20,0.13,<50,10,80,<50,0.10,<50,<50,40,<50,60,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571303,4.07,<0.005,<1,4.37,<50,370,<10,<20,2.42,<10,<10,10,20,2.66,<50,0.8,<50,1.58,480,<10,0.60,<10,120,<20,0.05,<50,10,90,<50,0.09,<50,<50,20,<50,70,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571304,5.08,0.005,1,6.46,360,410,<10,<20,4.07,<10,20,80,90,5.16,<50,1.0,<50,2.23,1020,<10,1.02,30,690,20,0.16,<50,20,120,<50,0.23,<50,<50,120,<50,90,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571305,3.32,0.006,<1,5.47,860,420,<10,<20,3.37,<10,20,60,130,5.48,<50,0.9,<50,1.89,1140,<10,1.35,30,660,20,0.31,<50,20,120,<50,0.18,<50,<50,140,<50,140,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571306,4.97,<0.005,<1,5.51,420,430,<10,<20,2.82,<10,20,70,130,5.17,<50,0.7,<50,1.83,1050,<10,1.07,30,460,<20,0.23,<50,20,110,<50,0.17,<50,<50,120,<50,90,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571307,5.25,<0.005,1,4.66,50,400,<10,<20,1.52,<10,10,10,40,3.18,<50,0.8,<50,1.50,550,<10,0.70,10,240,<20,0.31,<50,10,100,<50,0.11,<50,<50,40,<50,60,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571308,2.86,<0.005,1,1.91,<50,140,<10,<20,10.75,<10,<10,10,60,5.92,<50,0.5,<50,4.37,1850,<10,0.21,<10,460,60,0.23,<50,10,180,<50,<0.05,<50,<50,10,<50,250,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571309,3.91,0.005,1,5.64,380,420,<10,<20,2.18,<10,10,30,100,4.30,<50,0.8,<50,1.86,910,<10,0.69,10,320,20,0.40,60,10,100,<50,0.15,<50,<50,90,<50,110,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571310,0.11,5.01,>200,3.11,1610,1890,<10,20,2.45,190,70,90,7690,18.35,<50,1.0,<50,1.38,1250,770,0.68,60,470,22000,>10.0,1040,10,110,<50,0.18,<50,<50,130,<50,36700,360,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571311,4.62,<0.005,<1,6.18,200,440,<10,<20,1.13,<10,10,20,250,4.68,<50,1.7,<50,1.45,870,<10,0.69,10,330,20,1.12,100,10,80,<50,0.12,<50,<50,70,<50,110,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571312,4.22,0.005,1,4.62,90,320,<10,<20,1.94,<10,10,10,130,3.18,<50,0.8,<50,1.47,620,<10,0.60,<10,190,<20,0.44,70,10,90,<50,0.08,<50,<50,20,<50,80,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571313,3.51,0.005,<1,5.61,70,330,<10,<20,2.53,<10,10,20,60,3.84,<50,1.0,<50,1.84,810,<10,0.64,10,290,20,0.66,<50,10,100,<50,0.09,<50,<50,50,<50,110,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571314,3.95,0.007,<1,4.76,120,360,<10,<20,1.44,<10,10,20,140,3.40,<50,1.0,<50,1.52,660,<10,0.61,10,210,20,0.55,80,10,80,<50,0.10,<50,<50,50,<50,110,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571315,4.00,0.007,1,4.64,370,330,<10,<20,1.97,<10,10,10,200,3.21,<50,0.9,<50,1.40,660,<10,0.86,<10,160,60,0.55,130,10,90,<50,0.07,<50,<50,20,<50,140,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571316,3.47,0.043,3,4.60,310,370,<10,<20,1.63,<10,10,20,950,3.13,<50,0.9,<50,1.40,560,<10,1.24,<10,190,80,0.35,580,10,90,<50,0.08,<50,<50,20,<50,240,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571317,3.69,0.005,<1,3.99,<50,520,<10,<20,2.38,<10,<10,10,30,2.28,<50,0.9,<50,1.28,480,<10,0.60,<10,120,20,0.10,<50,10,90,<50,0.08,<50,<50,10,<50,90,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571318,4.26,0.009,1,4.68,50,650,<10,<20,1.58,<10,20,<10,120,5.19,<50,0.9,<50,1.84,910,<10,0.65,<10,830,20,0.27,70,20,70,<50,0.16,<50,<50,50,<50,190,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571319,4.63,0.008,1,5.90,<50,730,<10,<20,3.26,<10,10,<10,80,5.20,<50,1.0,<50,2.27,840,<10,0.58,<10,610,<20,0.19,50,20,80,<50,0.16,<50,<50,40,<50,210,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571320,0.11,<0.005,<1,3.46,<50,780,<10,<20,1.50,<10,<10,30,20,2.31,<50,1.0,<50,0.29,580,<10,3.17,10,310,<20,<0.05,<50,<10,170,<50,0.16,<50,<50,30,<50,30,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571321,5.46,0.011,1,6.03,<50,810,<10,<20,2.81,<10,10,10,100,3.35,<50,1.4,<50,1.98,490,<10,0.57,<10,370,<20,0.16,60,10,80,<50,0.12,<50,<50,20,<50,200,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571322,5.39,0.016,1,3.79,<50,830,<10,<20,1.26,<10,10,<10,70,2.59,<50,1.5,<50,1.67,220,<10,0.36,<10,220,<20,0.23,50,10,60,<50,0.10,<50,<50,10,<50,200,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571323,3.75,<0.005,<1,5.19,<50,640,<10,<20,1.24,<10,20,<10,20,5.56,<50,1.0,<50,2.25,580,<10,0.65,<10,860,<20,0.07,<50,20,50,<50,0.16,<50,<50,70,<50,200,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571324,5.90,<0.005,1,5.97,<50,610,<10,<20,1.92,<10,20,<10,70,5.73,<50,1.0,<50,2.08,660,<10,0.56,<10,770,<20,0.07,<50,20,60,<50,0.14,<50,<50,60,<50,170,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571325,3.30,<0.005,1,5.98,<50,610,<10,<20,2.35,<10,10,<10,40,5.39,<50,0.9,<50,1.91,790,<10,0.70,<10,720,<20,<0.05,<50,20,80,<50,0.15,<50,<50,50,<50,180,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571326,4.25,0.036,1,6.55,<50,410,<10,<20,3.30,<10,20,10,150,5.38,<50,0.9,<50,2.57,640,<10,0.58,10,450,50,0.47,<50,20,80,<50,0.17,<50,<50,100,<50,750,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571327,3.18,0.006,<1,3.80,<50,350,<10,<20,2.06,<10,<10,<10,70,1.51,<50,0.9,<50,0.93,210,<10,1.20,<10,260,20,0.24,<50,10,70,<50,0.15,<50,<50,20,<50,120,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571328,2.46,0.012,1,4.08,<50,210,<10,<20,2.77,<10,10,<10,120,2.52,<50,0.7,<50,1.61,250,<10,1.17,<10,250,30,0.37,<50,10,60,<50,0.14,<50,<50,20,<50,160,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571329,4.70,0.538,13,5.16,700,110,<10,<20,6.71,20,40,<10,11650,7.35,<50,0.6,<50,3.84,830,<10,0.68,10,280,1390,4.38,110,10,70,<50,0.10,<50,<50,30,<50,6210,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571330,0.11,0.855,60,2.21,1560,280,<10,30,1.82,130,40,60,4820,19.80,<50,0.5,<50,1.41,680,10,0.07,20,260,3760,>10.0,170,<10,60,<50,0.07,<50,<50,40,<50,20700,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571331,4.81,0.150,11,3.95,230,90,<10,<20,1.25,<10,10,<10,930,4.17,<50,0.5,<50,2.31,230,<10,0.66,<10,190,830,0.93,<50,10,40,<50,0.12,<50,<50,40,<50,1120,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571332,2.46,0.461,26,4.77,1620,80,<10,<20,3.03,10,30,10,9160,7.37,<50,0.5,<50,2.66,430,<10,0.55,10,160,1570,4.43,240,10,40,<50,0.11,<50,<50,40,<50,4590,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571333,4.65,0.088,3,4.40,60,100,<10,<20,2.87,<10,10,<10,440,3.89,<50,0.5,<50,2.50,410,<10,0.73,<10,330,190,0.25,<50,10,40,<50,0.16,<50,<50,30,<50,300,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571334,3.99,0.241,10,6.09,3190,160,<10,<20,3.80,10,20,<10,3780,5.51,<50,0.7,<50,2.75,540,<10,0.87,<10,340,1370,2.63,160,10,50,<50,0.14,<50,<50,40,<50,3480,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571335,1.51,<0.005,1,4.46,<50,120,<10,<20,2.78,<10,10,<10,60,3.23,<50,0.6,<50,2.44,400,<10,0.96,<10,240,30,0.49,<50,10,50,<50,0.13,<50,<50,20,<50,690,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571336,2.30,<0.005,1,4.70,<50,360,<10,<20,2.51,<10,<10,<10,10,4.12,<50,1.1,<50,1.87,460,<10,0.71,<10,200,20,<0.05,<50,10,40,<50,0.13,<50,<50,10,<50,420,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571337,2.80,0.011,1,5.36,<50,150,<10,<20,8.85,<10,<10,<10,400,4.54,<50,0.8,<50,3.19,2010,<10,1.01,<10,250,20,0.10,<50,10,70,<50,0.12,<50,<50,30,<50,270,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571338,3.22,<0.005,<1,5.20,<50,160,<10,<20,5.80,<10,10,<10,170,5.26,<50,0.8,<50,2.39,1040,<10,0.84,<10,520,20,0.46,<50,10,50,<50,0.17,<50,<50,40,<50,730,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571339,5.00,1.315,44,2.49,1110,50,<10,<20,4.05,190,40,10,8510,15.70,<50,0.3,<50,1.86,710,10,0.40,10,90,12250,>10.0,250,<10,30,<50,<0.05,<50,<50,10,<50,75700,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571340,0.11,<0.005,1,5.59,<50,830,<10,<20,1.65,<10,<10,30,30,2.40,<50,1.6,<50,0.33,620,<10,3.20,10,360,<20,<0.05,<50,<10,180,<50,0.18,<50,<50,30,<50,30,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571341,4.84,0.262,25,5.79,620,130,<10,<20,4.02,10,10,10,7090,4.82,<50,0.8,<50,2.31,580,<10,0.88,<10,280,740,2.45,590,10,50,<50,0.14,<50,<50,50,<50,4660,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571342,2.82,1.090,24,2.69,840,60,<10,<20,4.08,150,110,10,17700,13.10,<50,0.4,<50,2.09,710,<10,0.40,10,100,4300,>10.0,210,<10,30,<50,0.05,<50,<50,20,<50,43600,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571343,4.29,0.332,36,5.73,950,140,<10,<20,2.99,50,10,10,2550,6.13,<50,0.8,<50,1.97,420,10,0.80,<10,280,19950,5.62,200,10,30,<50,0.12,<50,<50,50,<50,24700,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571344,2.37,0.063,5,4.65,560,130,<10,<20,1.80,<10,<10,<10,510,3.83,<50,0.7,<50,1.53,360,<10,0.76,<10,170,200,1.07,160,10,40,<50,0.10,<50,<50,20,<50,1950,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571345,1.80,0.246,3,5.40,870,100,<10,<20,0.46,40,<10,<10,170,21.0,<50,0.6,<50,1.62,1530,<10,0.52,<10,330,490,>10.0,<50,10,30,<50,0.06,<50,<50,10,<50,14150,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571346,5.61,0.254,1,4.63,1570,130,<10,<20,0.54,<10,10,10,170,7.23,<50,0.7,<50,1.20,660,<10,0.51,<10,280,70,1.20,<50,10,30,<50,0.06,<50,<50,80,<50,540,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571347,3.89,1.385,7,3.54,12350,80,<10,<20,1.13,60,<10,10,750,10.30,<50,0.5,<50,1.28,890,<10,0.37,<10,130,210,5.07,310,10,30,<50,<0.05,<50,<50,10,<50,18600,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571348,6.39,0.644,15,2.07,5810,<50,<10,<20,1.79,70,<10,<10,430,29.1,<50,0.2,<50,1.78,2750,<10,0.22,<10,120,2480,>10.0,220,10,20,<50,<0.05,<50,<50,<10,<50,26800,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571349,2.11,0.177,5,2.17,1390,50,<10,<20,2.51,10,<10,20,40,14.05,<50,0.4,<50,1.16,970,<10,0.24,<10,<50,2020,>10.0,60,10,30,<50,<0.05,<50,<50,<10,<50,5200,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571350,0.11,5.37,>200,3.26,1580,1870,<10,20,2.32,180,70,90,7450,17.55,<50,1.0,<50,1.39,1190,740,0.64,60,450,21100,>10.0,990,10,110,<50,0.17,<50,<50,130,<50,34500,360,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571351,4.32,0.093,4,4.96,760,170,<10,<20,1.96,10,10,<10,120,5.65,<50,0.9,<50,1.25,530,10,0.81,<10,190,440,4.74,90,10,50,<50,0.08,<50,<50,10,<50,3130,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571352,5.32,0.030,2,5.83,310,210,<10,<20,2.36,<10,<10,10,50,4.25,<50,1.0,<50,1.46,840,<10,0.96,<10,230,60,2.75,<50,10,50,<50,0.09,<50,<50,20,<50,210,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571353,4.20,0.029,5,5.02,260,230,<10,<20,1.78,<10,<10,<10,30,6.44,<50,1.2,<50,1.28,1320,<10,0.68,<10,260,100,4.74,<50,10,40,<50,0.08,<50,<50,10,<50,430,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571354,2.36,0.025,5,3.84,230,210,<10,<20,0.46,<10,<10,10,30,6.24,<50,1.2,<50,0.82,390,<10,0.61,<10,210,290,5.12,<50,10,30,<50,0.06,<50,<50,10,<50,880,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571355,4.74,0.009,3,5.30,90,180,<10,<20,1.68,<10,10,<10,50,5.99,<50,1.0,<50,1.76,820,<10,0.75,<10,760,70,0.74,<50,20,40,<50,0.10,<50,<50,20,<50,220,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571356,2.89,0.006,<1,5.60,200,190,<10,<20,1.97,<10,10,<10,60,6.10,<50,1.0,<50,1.86,840,<10,0.89,<10,880,40,0.12,<50,30,60,<50,0.10,<50,<50,20,<50,150,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571357,3.54,0.276,4,5.88,3310,170,<10,<20,3.35,<10,20,<10,360,7.87,<50,0.9,<50,2.22,1070,10,0.72,<10,650,180,1.31,160,20,50,<50,0.08,<50,<50,10,<50,1150,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571358,7.72,2.47,12,1.59,39300,<50,<10,<20,2.62,110,10,10,1820,21.9,<50,0.2,<50,1.46,1820,10,0.24,<10,<50,4250,>10.0,390,<10,20,<50,<0.05,<50,<50,<10,<50,33200,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571359,1.99,1.095,60,2.61,8590,60,<10,<20,4.31,170,<10,<10,1240,24.6,<50,0.3,<50,1.94,1450,<10,0.25,<10,120,9910,>10.0,810,10,30,<50,<0.05,<50,<50,<10,<50,69300,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571360,0.11,<0.005,<1,6.56,<50,840,<10,<20,1.62,<10,<10,30,30,2.42,<50,1.7,<50,0.37,590,<10,3.17,10,370,<20,<0.05,<50,10,190,<50,0.17,<50,<50,30,<50,40,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571361,5.29,0.013,1,7.26,80,340,<10,<20,3.54,<10,20,<10,140,9.25,<50,1.4,<50,2.37,1500,<10,0.88,<10,850,90,0.31,<50,40,50,<50,0.16,<50,<50,120,<50,420,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
E571362,5.36,0.031,3,6.16,70,300,<10,<20,5.66,<10,20,<10,140,7.43,<50,1.2,<50,3.01,1680,<10,0.54,<10,680,140,0.61,70,30,50,<50,0.18,<50,<50,70,<50,850,,TU22125500 71A 72 73 63C,TU22125500.csv,,,,,,,,,,,,,,,,,,,,
